,cut_path,文字_x,文字_y,图标_x,图标_y,图标类型,图标代码,中心图行,中心图列,文字,轮廓,文字_x转换后,文字_y转换后,文字行转换后,文字列转换后,wx,wy,图标_x转换后,图标_y转换后,图标行转换后,图标列转换后,ix,iy
154,data/cut_3/R000183B2_C00034ACC_5.png,463,352.5,467,346,专卖店,61200,R000183B2,C00034ACC,高山积雪花店,,208,97.5,R000183B2,C00034ACC,C00034ACC_208,R000183B2_97.5,212,91,R000183B2,C00034ACC,C00034ACC_212,R000183B2_91
155,data/cut_3/R000183B2_C00034ACC_10.png,448,431.5,,,,,R000183B2,C00034ACC,麦德龙,,193,176.5,R000183B2,C00034ACC,C00034ACC_193,R000183B2_176.5,,,,,,
156,data/cut_3/R000183B1_C00034ACF_4.png,395,409,399,402,运动场馆,80100,R000183B1,C00034ACF,悠季瑜伽北大会馆,,140,154,R000183B1,C00034ACF,C00034ACF_140,R000183B1_154,144,147,R000183B1,C00034ACF,C00034ACF_144,R000183B1_147
157,data/cut_3/R000183B1_C00034ACF_6.png,363,286.5,,,,,R000183B1,C00034ACF,o社区活动室,,108,31.5,R000183B1,C00034ACF,C00034ACF_108,R000183B1_31.5,,,,,,
158,data/cut_3/R000183B1_C00034ACF_9.png,328,355,330,368,通行设施,990000,R000183B1,C00034ACF,,,73,100,R000183B1,C00034ACF,C00034ACF_73,R000183B1_100,75,113,R000183B1,C00034ACF,C00034ACF_75,R000183B1_113
159,data/cut_3/R000183B1_C00034ACF_11.png,373.5,335.5,378,331,通行设施,990000,R000183B1,C00034ACF,南门,,118.5,80.5,R000183B1,C00034ACF,C00034ACF_118.5,R000183B1_80.5,123,76,R000183B1,C00034ACF,C00034ACF_123,R000183B1_76
160,data/cut_3/R000183B1_C00034ACF_13.png,285.5,302,,,,,R000183B1,C00034ACF,55号楼,,30.5,47,R000183B1,C00034ACF,C00034ACF_30.5,R000183B1_47,,,,,,
161,data/cut_3/R000183B1_C00034ACD_2.png,464.5,327,468,321,专卖店,61200,R000183B1,C00034ACD,北京冠伍洲线缆,,209.5,72,R000183B1,C00034ACD,C00034ACD_209.5,R000183B1_72,213,66,R000183B1,C00034ACD,C00034ACD_213,R000183B1_66
162,data/cut_3/R000183B2_C00034ACA_1.png,288,356.5,292,342,学校,141200,R000183B2,C00034ACA,区北京市商务管理学校西苑校区,,33,101.5,R000183B2,C00034ACA,C00034ACA_33,R000183B2_101.5,37,87,R000183B2,C00034ACA,C00034ACA_37,R000183B2_87
163,data/cut_3/R000183B3_C00034AC9_4.png,464.5,325.5,469,321,通行设施,990000,R000183B3,C00034AC9,西门,,209.5,70.5,R000183B3,C00034AC9,C00034AC9_209.5,R000183B3_70.5,214,66,R000183B3,C00034AC9,C00034AC9_214,R000183B3_66
164,data/cut_3/R000183B3_C00034AC9_6.png,303.5,312.5,,,,,R000183B3,C00034AC9,东11号楼,"[['C00034AC9_73.0', 'R000183B3_101.5'], ['C00034AC9_72.5', 'R000183B3_102.0'], ['C00034AC9_72.5', 'R000183B3_103.0'], ['C00034AC9_72.0', 'R000183B3_103.5'], ['C00034AC9_71.5', 'R000183B3_104.0'], ['C00034AC9_71.0', 'R000183B3_104.5'], ['C00034AC9_70.5', 'R000183B3_105.0'], ['C00034AC9_70.0', 'R000183B3_105.5'], ['C00034AC9_69.5', 'R000183B3_106.0'], ['C00034AC9_69.0', 'R000183B3_106.5'], ['C00034AC9_68.5', 'R000183B3_107.0'], ['C00034AC9_68.0', 'R000183B3_107.5'], ['C00034AC9_67.5', 'R000183B3_108.0'], ['C00034AC9_67.0', 'R000183B3_108.5'], ['C00034AC9_66.5', 'R000183B3_109.0'], ['C00034AC9_66.0', 'R000183B3_109.5'], ['C00034AC9_65.5', 'R000183B3_110.0'], ['C00034AC9_65.0', 'R000183B3_110.5'], ['C00034AC9_64.0', 'R000183B3_110.5'], ['C00034AC9_63.5', 'R000183B3_111.0'], ['C00034AC9_63.0', 'R000183B3_111.5'], ['C00034AC9_62.5', 'R000183B3_112.0'], ['C00034AC9_62.0', 'R000183B3_112.5'], ['C00034AC9_61.5', 'R000183B3_113.0'], ['C00034AC9_61.0', 'R000183B3_113.5'], ['C00034AC9_60.5', 'R000183B3_114.0'], ['C00034AC9_60.0', 'R000183B3_114.5'], ['C00034AC9_59.5', 'R000183B3_115.0'], ['C00034AC9_59.0', 'R000183B3_115.5'], ['C00034AC9_58.5', 'R000183B3_116.0'], ['C00034AC9_58.0', 'R000183B3_116.5'], ['C00034AC9_57.5', 'R000183B3_117.0'], ['C00034AC9_57.0', 'R000183B3_117.5'], ['C00034AC9_56.0', 'R000183B3_117.5'], ['C00034AC9_55.5', 'R000183B3_118.0'], ['C00034AC9_55.0', 'R000183B3_118.5'], ['C00034AC9_54.5', 'R000183B3_119.0'], ['C00034AC9_54.0', 'R000183B3_119.5'], ['C00034AC9_53.5', 'R000183B3_120.0'], ['C00034AC9_53.0', 'R000183B3_120.5'], ['C00034AC9_52.5', 'R000183B3_121.0'], ['C00034AC9_52.0', 'R000183B3_121.5'], ['C00034AC9_51.5', 'R000183B3_122.0'], ['C00034AC9_51.0', 'R000183B3_122.5'], ['C00034AC9_50.5', 'R000183B3_123.0'], ['C00034AC9_50.0', 'R000183B3_123.5'], ['C00034AC9_49.0', 'R000183B3_123.5'], ['C00034AC9_48.5', 'R000183B3_124.0'], ['C00034AC9_48.0', 'R000183B3_124.5'], ['C00034AC9_47.0', 'R000183B3_124.5'], ['C00034AC9_46.0', 'R000183B3_124.5'], ['C00034AC9_45.5', 'R000183B3_125.0'], ['C00034AC9_45.0', 'R000183B3_125.5'], ['C00034AC9_44.0', 'R000183B3_125.5'], ['C00034AC9_43.0', 'R000183B3_125.5'], ['C00034AC9_42.0', 'R000183B3_125.5'], ['C00034AC9_41.0', 'R000183B3_125.5'], ['C00034AC9_40.0', 'R000183B3_125.5'], ['C00034AC9_39.0', 'R000183B3_125.5'], ['C00034AC9_38.0', 'R000183B3_125.5'], ['C00034AC9_37.0', 'R000183B3_125.5'], ['C00034AC9_36.0', 'R000183B3_125.5'], ['C00034AC9_35.0', 'R000183B3_125.5'], ['C00034AC9_34.5', 'R000183B3_125.0'], ['C00034AC9_34.0', 'R000183B3_124.5'], ['C00034AC9_33.5', 'R000183B3_124.0'], ['C00034AC9_33.0', 'R000183B3_123.5'], ['C00034AC9_32.5', 'R000183B3_123.0'], ['C00034AC9_32.5', 'R000183B3_122.0'], ['C00034AC9_32.5', 'R000183B3_121.0'], ['C00034AC9_32.5', 'R000183B3_120.0'], ['C00034AC9_32.5', 'R000183B3_119.0'], ['C00034AC9_32.5', 'R000183B3_118.0'], ['C00034AC9_32.5', 'R000183B3_117.0'], ['C00034AC9_32.5', 'R000183B3_116.0'], ['C00034AC9_32.5', 'R000183B3_115.0'], ['C00034AC9_32.5', 'R000183B3_114.0'], ['C00034AC9_32.5', 'R000183B3_113.0'], ['C00034AC9_32.5', 'R000183B3_112.0'], ['C00034AC9_32.5', 'R000183B3_111.0'], ['C00034AC9_32.5', 'R000183B3_110.0'], ['C00034AC9_32.5', 'R000183B3_109.0'], ['C00034AC9_32.5', 'R000183B3_108.0'], ['C00034AC9_32.5', 'R000183B3_107.0'], ['C00034AC9_32.5', 'R000183B3_106.0'], ['C00034AC9_32.5', 'R000183B3_105.0'], ['C00034AC9_32.5', 'R000183B3_104.0'], ['C00034AC9_32.5', 'R000183B3_103.0'], ['C00034AC9_32.5', 'R000183B3_102.0'], ['C00034AC9_33.0', 'R000183B3_101.5'], ['C00034AC9_33.5', 'R000183B3_101.0'], ['C00034AC9_34.0', 'R000183B3_100.5'], ['C00034AC9_34.5', 'R000183B3_100.0'], ['C00034AC9_35.0', 'R000183B3_99.5'], ['C00034AC9_36.0', 'R000183B3_99.5'], ['C00034AC9_37.0', 'R000183B3_99.5'], ['C00034AC9_38.0', 'R000183B3_99.5'], ['C00034AC9_39.0', 'R000183B3_99.5'], ['C00034AC9_40.0', 'R000183B3_99.5'], ['C00034AC9_41.0', 'R000183B3_99.5'], ['C00034AC9_42.0', 'R000183B3_99.5'], ['C00034AC9_43.0', 'R000183B3_99.5'], ['C00034AC9_43.5', 'R000183B3_99.0'], ['C00034AC9_44.0', 'R000183B3_98.5'], ['C00034AC9_44.5', 'R000183B3_98.0'], ['C00034AC9_45.0', 'R000183B3_97.5'], ['C00034AC9_45.5', 'R000183B3_97.0'], ['C00034AC9_45.5', 'R000183B3_96.0'], ['C00034AC9_45.5', 'R000183B3_95.0'], ['C00034AC9_45.5', 'R000183B3_94.0'], ['C00034AC9_45.5', 'R000183B3_93.0'], ['C00034AC9_45.5', 'R000183B3_92.0'], ['C00034AC9_45.5', 'R000183B3_91.0'], ['C00034AC9_45.5', 'R000183B3_90.0'], ['C00034AC9_45.5', 'R000183B3_89.0'], ['C00034AC9_45.5', 'R000183B3_88.0'], ['C00034AC9_45.0', 'R000183B3_87.5'], ['C00034AC9_44.5', 'R000183B3_87.0'], ['C00034AC9_44.5', 'R000183B3_86.0'], ['C00034AC9_44.5', 'R000183B3_85.0'], ['C00034AC9_44.5', 'R000183B3_84.0'], ['C00034AC9_44.5', 'R000183B3_83.0'], ['C00034AC9_44.5', 'R000183B3_82.0'], ['C00034AC9_44.5', 'R000183B3_81.0'], ['C00034AC9_44.5', 'R000183B3_80.0'], ['C00034AC9_44.5', 'R000183B3_79.0'], ['C00034AC9_44.5', 'R000183B3_78.0'], ['C00034AC9_44.5', 'R000183B3_77.0'], ['C00034AC9_44.5', 'R000183B3_76.0'], ['C00034AC9_44.5', 'R000183B3_75.0'], ['C00034AC9_44.5', 'R000183B3_74.0'], ['C00034AC9_44.5', 'R000183B3_73.0'], ['C00034AC9_44.5', 'R000183B3_72.0'], ['C00034AC9_44.5', 'R000183B3_71.0'], ['C00034AC9_44.5', 'R000183B3_70.0'], ['C00034AC9_44.5', 'R000183B3_69.0'], ['C00034AC9_44.5', 'R000183B3_68.0'], ['C00034AC9_44.5', 'R000183B3_67.0'], ['C00034AC9_44.5', 'R000183B3_66.0'], ['C00034AC9_44.5', 'R000183B3_65.0'], ['C00034AC9_44.5', 'R000183B3_64.0'], ['C00034AC9_44.5', 'R000183B3_63.0'], ['C00034AC9_44.5', 'R000183B3_62.0'], ['C00034AC9_44.5', 'R000183B3_61.0'], ['C00034AC9_44.5', 'R000183B3_60.0'], ['C00034AC9_44.5', 'R000183B3_59.0'], ['C00034AC9_44.5', 'R000183B3_58.0'], ['C00034AC9_44.5', 'R000183B3_57.0'], ['C00034AC9_44.5', 'R000183B3_56.0'], ['C00034AC9_44.5', 'R000183B3_55.0'], ['C00034AC9_44.5', 'R000183B3_54.0'], ['C00034AC9_44.5', 'R000183B3_53.0'], ['C00034AC9_44.5', 'R000183B3_52.0'], ['C00034AC9_44.5', 'R000183B3_51.0'], ['C00034AC9_44.5', 'R000183B3_50.0'], ['C00034AC9_44.5', 'R000183B3_49.0'], ['C00034AC9_44.5', 'R000183B3_48.0'], ['C00034AC9_44.5', 'R000183B3_47.0'], ['C00034AC9_44.5', 'R000183B3_46.0'], ['C00034AC9_44.5', 'R000183B3_45.0'], ['C00034AC9_44.5', 'R000183B3_44.0'], ['C00034AC9_44.5', 'R000183B3_43.0'], ['C00034AC9_44.5', 'R000183B3_42.0'], ['C00034AC9_44.5', 'R000183B3_41.0'], ['C00034AC9_44.5', 'R000183B3_40.0'], ['C00034AC9_44.5', 'R000183B3_39.0'], ['C00034AC9_44.5', 'R000183B3_38.0'], ['C00034AC9_44.5', 'R000183B3_37.0'], ['C00034AC9_44.5', 'R000183B3_36.0'], ['C00034AC9_44.5', 'R000183B3_35.0'], ['C00034AC9_44.5', 'R000183B3_34.0'], ['C00034AC9_44.5', 'R000183B3_33.0'], ['C00034AC9_44.5', 'R000183B3_32.0'], ['C00034AC9_44.5', 'R000183B3_31.0'], ['C00034AC9_44.5', 'R000183B3_30.0'], ['C00034AC9_44.0', 'R000183B3_29.5'], ['C00034AC9_43.5', 'R000183B3_29.0'], ['C00034AC9_43.0', 'R000183B3_28.5'], ['C00034AC9_42.5', 'R000183B3_28.0'], ['C00034AC9_42.0', 'R000183B3_27.5'], ['C00034AC9_41.5', 'R000183B3_27.0'], ['C00034AC9_41.0', 'R000183B3_26.5'], ['C00034AC9_40.5', 'R000183B3_26.0'], ['C00034AC9_40.0', 'R000183B3_25.5'], ['C00034AC9_39.5', 'R000183B3_25.0'], ['C00034AC9_39.5', 'R000183B3_24.0'], ['C00034AC9_39.0', 'R000183B3_23.5'], ['C00034AC9_38.5', 'R000183B3_23.0'], ['C00034AC9_38.5', 'R000183B3_22.0'], ['C00034AC9_38.5', 'R000183B3_21.0'], ['C00034AC9_38.5', 'R000183B3_20.0'], ['C00034AC9_38.5', 'R000183B3_19.0'], ['C00034AC9_38.5', 'R000183B3_18.0'], ['C00034AC9_38.5', 'R000183B3_17.0'], ['C00034AC9_38.5', 'R000183B3_16.0'], ['C00034AC9_38.5', 'R000183B3_15.0'], ['C00034AC9_38.5', 'R000183B3_14.0'], ['C00034AC9_38.5', 'R000183B3_13.0'], ['C00034AC9_38.5', 'R000183B3_12.0'], ['C00034AC9_38.5', 'R000183B3_11.0'], ['C00034AC9_38.5', 'R000183B3_10.0'], ['C00034AC9_38.5', 'R000183B3_9.0'], ['C00034AC9_38.5', 'R000183B3_8.0'], ['C00034AC9_38.5', 'R000183B3_7.0'], ['C00034AC9_38.5', 'R000183B3_6.0'], ['C00034AC9_38.5', 'R000183B3_5.0'], ['C00034AC9_38.5', 'R000183B3_4.0'], ['C00034AC9_38.5', 'R000183B3_3.0'], ['C00034AC9_39.0', 'R000183B3_2.5'], ['C00034AC9_39.5', 'R000183B3_2.0'], ['C00034AC9_40.0', 'R000183B3_1.5'], ['C00034AC9_40.5', 'R000183B3_1.0'], ['C00034AC9_41.0', 'R000183B3_0.5'], ['C00034AC9_42.0', 'R000183B3_0.5'], ['C00034AC9_43.0', 'R000183B3_0.5'], ['C00034AC9_44.0', 'R000183B3_0.5'], ['C00034AC9_45.0', 'R000183B3_0.5'], ['C00034AC9_46.0', 'R000183B3_0.5'], ['C00034AC9_47.0', 'R000183B3_0.5'], ['C00034AC9_48.0', 'R000183B3_0.5'], ['C00034AC9_49.0', 'R000183B3_0.5'], ['C00034AC9_50.0', 'R000183B3_0.5'], ['C00034AC9_51.0', 'R000183B3_0.5'], ['C00034AC9_52.0', 'R000183B3_0.5'], ['C00034AC9_53.0', 'R000183B3_0.5'], ['C00034AC9_54.0', 'R000183B3_0.5'], ['C00034AC9_55.0', 'R000183B3_0.5'], ['C00034AC9_56.0', 'R000183B3_0.5'], ['C00034AC9_57.0', 'R000183B3_0.5'], ['C00034AC9_58.0', 'R000183B3_0.5'], ['C00034AC9_59.0', 'R000183B3_0.5'], ['C00034AC9_60.0', 'R000183B3_0.5'], ['C00034AC9_61.0', 'R000183B3_0.5'], ['C00034AC9_62.0', 'R000183B3_0.5'], ['C00034AC9_63.0', 'R000183B3_0.5'], ['C00034AC9_64.0', 'R000183B3_0.5'], ['C00034AC9_65.0', 'R000183B3_0.5'], ['C00034AC9_65.5', 'R000183B3_1.0'], ['C00034AC9_66.0', 'R000183B3_1.5'], ['C00034AC9_67.0', 'R000183B3_1.5'], ['C00034AC9_67.5', 'R000183B3_2.0'], ['C00034AC9_68.0', 'R000183B3_2.5'], ['C00034AC9_69.0', 'R000183B3_2.5'], ['C00034AC9_69.5', 'R000183B3_3.0'], ['C00034AC9_69.5', 'R000183B3_4.0'], ['C00034AC9_70.0', 'R000183B3_4.5'], ['C00034AC9_70.5', 'R000183B3_5.0'], ['C00034AC9_70.5', 'R000183B3_6.0'], ['C00034AC9_70.5', 'R000183B3_7.0'], ['C00034AC9_70.5', 'R000183B3_8.0'], ['C00034AC9_70.5', 'R000183B3_9.0'], ['C00034AC9_70.5', 'R000183B3_10.0'], ['C00034AC9_70.5', 'R000183B3_11.0'], ['C00034AC9_70.5', 'R000183B3_12.0'], ['C00034AC9_70.5', 'R000183B3_13.0'], ['C00034AC9_70.5', 'R000183B3_14.0'], ['C00034AC9_70.5', 'R000183B3_15.0'], ['C00034AC9_70.5', 'R000183B3_16.0'], ['C00034AC9_70.5', 'R000183B3_17.0'], ['C00034AC9_70.5', 'R000183B3_18.0'], ['C00034AC9_70.5', 'R000183B3_19.0'], ['C00034AC9_70.5', 'R000183B3_20.0'], ['C00034AC9_70.5', 'R000183B3_21.0'], ['C00034AC9_70.5', 'R000183B3_22.0'], ['C00034AC9_70.5', 'R000183B3_23.0'], ['C00034AC9_70.5', 'R000183B3_24.0'], ['C00034AC9_70.5', 'R000183B3_25.0'], ['C00034AC9_70.5', 'R000183B3_26.0'], ['C00034AC9_70.5', 'R000183B3_27.0'], ['C00034AC9_70.5', 'R000183B3_28.0'], ['C00034AC9_70.5', 'R000183B3_29.0'], ['C00034AC9_70.5', 'R000183B3_30.0'], ['C00034AC9_71.0', 'R000183B3_30.5'], ['C00034AC9_71.5', 'R000183B3_31.0'], ['C00034AC9_71.5', 'R000183B3_32.0'], ['C00034AC9_71.5', 'R000183B3_33.0'], ['C00034AC9_71.5', 'R000183B3_34.0'], ['C00034AC9_71.5', 'R000183B3_35.0'], ['C00034AC9_71.5', 'R000183B3_36.0'], ['C00034AC9_71.5', 'R000183B3_37.0'], ['C00034AC9_71.5', 'R000183B3_38.0'], ['C00034AC9_71.5', 'R000183B3_39.0'], ['C00034AC9_71.5', 'R000183B3_40.0'], ['C00034AC9_71.5', 'R000183B3_41.0'], ['C00034AC9_71.5', 'R000183B3_42.0'], ['C00034AC9_71.5', 'R000183B3_43.0'], ['C00034AC9_71.5', 'R000183B3_44.0'], ['C00034AC9_71.5', 'R000183B3_45.0'], ['C00034AC9_71.5', 'R000183B3_46.0'], ['C00034AC9_71.5', 'R000183B3_47.0'], ['C00034AC9_71.5', 'R000183B3_48.0'], ['C00034AC9_71.5', 'R000183B3_49.0'], ['C00034AC9_71.5', 'R000183B3_50.0'], ['C00034AC9_71.5', 'R000183B3_51.0'], ['C00034AC9_71.5', 'R000183B3_52.0'], ['C00034AC9_71.5', 'R000183B3_53.0'], ['C00034AC9_71.5', 'R000183B3_54.0'], ['C00034AC9_71.5', 'R000183B3_55.0'], ['C00034AC9_72.0', 'R000183B3_55.5'], ['C00034AC9_72.5', 'R000183B3_56.0'], ['C00034AC9_72.5', 'R000183B3_57.0'], ['C00034AC9_72.5', 'R000183B3_58.0'], ['C00034AC9_72.5', 'R000183B3_59.0'], ['C00034AC9_72.5', 'R000183B3_60.0'], ['C00034AC9_72.5', 'R000183B3_61.0'], ['C00034AC9_72.5', 'R000183B3_62.0'], ['C00034AC9_72.5', 'R000183B3_63.0'], ['C00034AC9_72.5', 'R000183B3_64.0'], ['C00034AC9_72.5', 'R000183B3_65.0'], ['C00034AC9_72.5', 'R000183B3_66.0'], ['C00034AC9_72.5', 'R000183B3_67.0'], ['C00034AC9_72.5', 'R000183B3_68.0'], ['C00034AC9_72.5', 'R000183B3_69.0'], ['C00034AC9_72.5', 'R000183B3_70.0'], ['C00034AC9_72.5', 'R000183B3_71.0'], ['C00034AC9_72.5', 'R000183B3_72.0'], ['C00034AC9_72.5', 'R000183B3_73.0'], ['C00034AC9_72.5', 'R000183B3_74.0'], ['C00034AC9_72.5', 'R000183B3_75.0'], ['C00034AC9_72.5', 'R000183B3_76.0'], ['C00034AC9_72.5', 'R000183B3_77.0'], ['C00034AC9_72.5', 'R000183B3_78.0'], ['C00034AC9_72.5', 'R000183B3_79.0'], ['C00034AC9_72.5', 'R000183B3_80.0'], ['C00034AC9_72.5', 'R000183B3_81.0'], ['C00034AC9_73.0', 'R000183B3_81.5'], ['C00034AC9_73.5', 'R000183B3_82.0'], ['C00034AC9_73.5', 'R000183B3_83.0'], ['C00034AC9_73.5', 'R000183B3_84.0'], ['C00034AC9_73.5', 'R000183B3_85.0'], ['C00034AC9_73.5', 'R000183B3_86.0'], ['C00034AC9_73.5', 'R000183B3_87.0'], ['C00034AC9_73.5', 'R000183B3_88.0'], ['C00034AC9_73.5', 'R000183B3_89.0'], ['C00034AC9_73.5', 'R000183B3_90.0'], ['C00034AC9_73.5', 'R000183B3_91.0'], ['C00034AC9_73.5', 'R000183B3_92.0'], ['C00034AC9_73.5', 'R000183B3_93.0'], ['C00034AC9_73.5', 'R000183B3_94.0'], ['C00034AC9_73.5', 'R000183B3_95.0'], ['C00034AC9_73.5', 'R000183B3_96.0'], ['C00034AC9_73.5', 'R000183B3_97.0'], ['C00034AC9_73.5', 'R000183B3_98.0'], ['C00034AC9_73.5', 'R000183B3_99.0'], ['C00034AC9_73.5', 'R000183B3_100.0'], ['C00034AC9_73.5', 'R000183B3_101.0'], ['C00034AC9_73.0', 'R000183B3_101.5']]",48.5,57.5,R000183B3,C00034AC9,C00034AC9_48.5,R000183B3_57.5,,,,,,
165,data/cut_3/R000183B1_C00034ACE_0.png,349.5,358,353,343,科研机构,141300,R000183B1,C00034ACE,海淀区植物组织培养技术实验室,,94.5,103,R000183B1,C00034ACE,C00034ACE_94.5,R000183B1_103,98,88,R000183B1,C00034ACE,C00034ACE_98,R000183B1_88
166,data/cut_3/R000183B1_C00034ACE_1.png,328,279,358,281,住宅区,120300,R000183B1,C00034ACE,承泽园,,73,24,R000183B1,C00034ACE,C00034ACE_73,R000183B1_24,103,26,R000183B1,C00034ACE,C00034ACE_103,R000183B1_26
167,data/cut_3/R000183B1_C00034ACE_6.png,284,496.5,,,,,R000183B1,C00034ACE,京通桶装水站,,29,241.5,R000183B1,C00034ACE,C00034ACE_29,R000183B1_241.5,,,,,,
168,data/cut_3/R000183B1_C00034ACE_14.png,382,461,385,464,公共厕所,200300,R000183B1,C00034ACE,,,127,206,R000183B1,C00034ACE,C00034ACE_127,R000183B1_206,130,209,R000183B1,C00034ACE,C00034ACE_130,R000183B1_209
169,data/cut_3/R000183B3_C00034ACC_0.png,259.5,380.5,219,360,政府机关,130100,R000183B3,C00034ACC,海淀镇政府国麦德龙南门新建宫门路,,4.5,125.5,R000183B3,C00034ACC,C00034ACC_4.5,R000183B3_125.5,219,105,R000183B3,C00034ACB,C00034ACB_219,R000183B3_105
170,data/cut_3/R000183B3_C00034ACC_7.png,461,263.5,465,258,北京银行,160119,R000183B3,C00034ACC,日北京银行,,206,8.5,R000183B3,C00034ACC,C00034ACC_206,R000183B3_8.5,210,3,R000183B3,C00034ACC,C00034ACC_210,R000183B3_3
171,data/cut_3/R000183B3_C00034ACB_4.png,348.5,268,,,,,R000183B3,C00034ACB,海淀镇便民服务中心,,93.5,13,R000183B3,C00034ACB,C00034ACB_93.5,R000183B3_13,,,,,,
